IngredientId,Qty,Uom,Conversion,InvFactor,Recipe
I-9685,15.000,g,0.00220462,0.0300,P-53586
I-12176,1.000,g,0.00100000,0.0042,P-53587
I-17159,2.000,oz,0.06250000,0.0084,P-53587
I-1813,1.000,fl oz,1.00000000,0.0042,P-53587
I-3233,120.000,g,0.00100000,0.5063,P-53587
I-3387,1.000,fl oz,0.02840000,0.0042,P-53587
I-3471,20.000,g,0.00100000,0.0844,P-53587
I-3625,15.000,g,1.00000000,0.0633,P-53587
I-3630,15.000,g,0.03527399,0.0633,P-53587
I-4341,10.000,g,0.01259785,0.0422,P-53587
I-4641,20.000,g,0.00220462,0.0844,P-53587
I-4743,25.000,g,0.00220462,0.1055,P-53587
I-4913,30.000,g,0.00220462,0.1266,P-53587
I-7957,15.000,g,0.00100000,0.0633,P-53587
I-9685,15.000,g,0.00220462,0.0633,P-53587
I-3619,10.000,g,1.00000000,3.0303,P-53596
I-3660,0.325,Kg,1.00000000,0.0985,P-53596
I-3692,0.325,L,1.00000000,0.0985,P-53596
I-5983,0.325,L,1.00000000,0.0985,P-53596
P-52036,40.000,g,1.00000000,12.1212,P-53596
P-52999,1.000,Kg,1.00000000,0.3030,P-53596
P-53620,4.000,Kg,1.00000000,1.2121,P-53596
P-35258,0.250,Kg,1.00000000,0.1667,P-53598
P-48933,100.000,g,0.00100000,66.6667,P-53598
P-9710,1.000,Kg,2.20462000,0.6667,P-53598
P-9714,0.250,Kg,1.00000000,0.1667,P-53598
I-20348,100.000,ml,1.00000000,10.0000,P-53605
I-3438,100.000,oz,1.00000000,10.0000,P-53605
I-3638,15.000,g,1.00000000,1.5000,P-53605
I-5012,5.000,Kg,1.00000000,0.5000,P-53605
I-5977,8.000,piece,1.00000000,0.8000,P-53605
I-5983,2.000,L,1.00000000,0.2000,P-53605
I-6028,1.000,Kg,1.00000000,0.1000,P-53605
I-6820,100.000,g,0.00100000,10.0000,P-53605
I-2654,1.500,CT,1.00000000,1.5000,P-53606
P-53605,3.000,Kg,1.00000000,3.0000,P-53606
I-1814,100.000,ml,1.00000000,47.6190,P-53612
I-3348,2.000,L,1.00000000,0.9524,P-53612
P-18907,30.000,g,1.00000000,14.2857,P-53612
P-26514,75.000,g,1.00000000,35.7143,P-53612
P-44896,75.000,g,0.00100000,35.7143,P-53612
P-45047,50.000,g,0.00100000,23.8095,P-53612
P-45053,50.000,g,1.00000000,23.8095,P-53612
P-52036,35.000,g,1.00000000,16.6667,P-53612
I-1814,75.000,ml,1.00000000,22.7273,P-53614
I-3321,30.000,ml,0.00143287,9.0909,P-53614
I-3389,50.000,ml,0.00100000,15.1515,P-53614
I-3695,75.000,ml,0.00100000,22.7273,P-53614
I-4978,2.000,Kg,1.00000000,0.6061,P-53614
P-18907,20.000,g,1.00000000,6.0606,P-53614
P-26020,50.000,g,0.00100000,15.1515,P-53614
P-44728,80.000,g,1.00000000,24.2424,P-53614
P-48495,80.000,g,1.00000000,24.2424,P-53614
P-50837,200.000,g,0.00100000,60.6061,P-53614
P-53616,75.000,g,0.00100000,22.7273,P-53614
P-53617,150.000,g,0.00100000,45.4545,P-53614
I-4787,1.000,Kg,2.20462000,1.1111,P-53616
P-19175,1.000,Kg,1.00000000,1.0000,P-53617
P-26074,200.000,ml,0.00100000,200.0000,P-53618
P-53598,1.000,Kg,1.00000000,1.0000,P-53618
P-24452,2.000,Kg,2.20462000,1.3333,P-53620
I-2158,2.000,CT,1.00000000,1.6667,P-53717
I-3290,720.000,g,0.00100000,600.0000,P-53717
I-3698,30.000,ml,0.00100000,25.0000,P-53717
I-5983,5.000,fl oz,0.02840000,4.1667,P-53717
I-6020,1.000,lb,1.00000000,0.8333,P-53717
I-3454,1.000,L,1.00000000,0.0011,P-53735
I-3545,10.000,ml,0.00100000,10.0000,P-53742
I-3639,5.000,mg,0.00100000,5.0000,P-53742
I-3952,50.000,g,0.00220462,50.0000,P-53742
I-4657,5.000,mg,0.00000220,5.0000,P-53742
I-5003,20.000,g,0.00100000,20.0000,P-53742
I-5975,5.000,mg,0.00000100,5.0000,P-53742
I-6443,10.000,ml,0.03381406,10.0000,P-53742
I-6832,5.000,mg,0.00100000,5.0000,P-53742
I-9378,5.000,ml,0.00100000,5.0000,P-53742
I-9382,10.000,ml,0.00100000,10.0000,P-53742
I-2903,750.000,ml,0.00100000,35.7143,P-53744
I-2911,60.000,g,0.00100000,2.8571,P-53744
I-2948,20.000,Kg,1.00000000,0.9524,P-53744
P-18907,200.000,g,0.00100000,9.5238,P-53744
P-34534,75.000,g,0.03527399,3.5714,P-53744
P-6605,300.000,g,0.00100000,14.2857,P-53744
I-4787,1.000,Kg,2.20462000,1.1111,P-53745
I-3468,2.000,L,1.00000000,1.0000,P-53775
I-5983,0.250,L,1.00000000,0.1250,P-53775
P-26019,5.000,g,1.00000000,2.5000,P-53775
P-32661,1.000,L,1.00000000,0.5000,P-53775
P-9746,0.500,Kg,2.20462000,0.2500,P-53775
I-3387,1.000,L,1.00000000,0.5000,P-53777
I-3625,20.000,g,1.00000000,10.0000,P-53777
I-3670,750.000,ml,0.00100000,375.0000,P-53777
I-3691,1.000,L,1.00000000,0.5000,P-53777
P-53775,600.000,ml,0.00100000,300.0000,P-53777
P-55555,5.000,g,0.00100000,2.5000,P-53777
I-30144,450.000,g,1.00000000,0.7031,P-53781
I-5983,12.000,L,1.00000000,0.0188,P-53781
I-6026,5.000,g,1.00000000,0.0078,P-53781
P-26019,100.000,g,1.00000000,10.0000,P-53782
P-44896,750.000,g,0.00100000,75.0000,P-53782
P-45053,100.000,g,1.00000000,10.0000,P-53782
P-48489,200.000,g,0.00100000,20.0000,P-53782
P-7737,10.000,Kg,1.00000000,1.0000,P-53782
P-53370,1.000,PIE,1.00000000,0.1667,P-53784
I-20348,120.000,ml,1.00000000,17.1429,P-53803
I-3627,2.000,oz,1.00000000,0.2857,P-53803
I-4531,4.000,Kg,2.20462000,0.5714,P-53803
I-4979,1.000,Kg,1.00000000,0.1429,P-53803
I-5983,4.000,L,1.00000000,0.5714,P-53803
I-6028,0.500,Kg,1.00000000,0.0714,P-53803
I-6820,0.250,Kg,1.00000000,0.0357,P-53803
P-53717,0.500,Kg,1.00000000,0.0417,P-53804
P-53803,1.500,Kg,1.00000000,0.1250,P-53804
I-10865,540.000,g,0.00100000,15.0000,P-53808
I-20348,10.000,ml,1.00000000,0.2778,P-53808
I-2159,2.000,CT,1.00000000,0.0556,P-53808
I-3119,8.000,g,1.00000000,0.2222,P-53808
I-3660,225.000,g,0.00100000,6.2500,P-53808
I-6020,1.000,lb,1.00000000,0.0278,P-53808
I-6026,4.000,g,1.00000000,0.1111,P-53808
I-6028,300.000,g,0.00100000,8.3333,P-53808
I-60536,350.000,g,0.00100000,9.7222,P-53808
I-3290,1.000,Kg,1.00000000,0.8000,P-53812
I-3317,25.000,g,1.00000000,20.0000,P-53812
I-3621,15.000,g,1.00000000,12.0000,P-53812
I-3635,25.000,g,1.00000000,20.0000,P-53812
I-3640,50.000,g,1.00000000,40.0000,P-53812
P-53812,30.000,g,0.00100000,30.0000,P-53814
P-69856,110.000,g,1.00000000,110.0000,P-53814
I-4341,1.000,CT,1.00000000,0.0033,P-53820
I-4472,2.000,CT,1.00000000,0.0067,P-53820
I-6443,50.000,ml,0.03381406,0.1667,P-53820
I-2159,8.000,CT,1.00000000,0.2222,P-53834
I-3119,9.600,g,1.00000000,0.2667,P-53834
I-3231,512.000,g,0.00100000,14.2222,P-53834
I-3290,480.000,g,0.00100000,13.3333,P-53834
I-3660,400.000,g,0.00100000,11.1111,P-53834
I-47525,1.000,L,1.00000000,0.0278,P-53834
I-4978,350.000,g,0.00100000,9.7222,P-53834
I-6020,1.000,lb,1.00000000,0.0278,P-53834
I-6026,12.000,g,1.00000000,0.3333,P-53834
I-3388,100.000,ml,0.00100000,22.2222,P-53993
P-18907,5.000,g,1.00000000,1.1111,P-53993
P-45194,5.000,Kg,1.00000000,1.1111,P-53993
I-3388,100.000,ml,0.00100000,22.2222,P-53994
P-18907,10.000,g,1.00000000,2.2222,P-53994
P-35773,2.500,Kg,1.00000000,0.5556,P-53994
P-9765,2.500,Kg,1.00000000,0.5556,P-53994
I-3388,100.000,ml,0.00100000,26.6667,P-53995
I-8395,5.000,Kg,2.20462000,1.3333,P-53995
P-18907,5.000,g,1.00000000,1.3333,P-53995
I-3388,100.000,ml,0.00100000,22.2222,P-53996
P-18907,5.000,g,1.00000000,1.1111,P-53996
P-43440,5.000,Kg,1.00000000,1.1111,P-53996
I-3431,0.050,Kg,1.00000000,0.0500,P-54045
P-35318,1.000,L,1.00000000,1.0000,P-54045
I-3642,20.000,g,1.00000000,0.5000,P-54067
I-3846,50.000,Kg,1.00000000,1.2500,P-54067
I-6026,50.000,g,1.00000000,1.2500,P-54067
P-9746,5.000,Kg,2.20462000,0.1250,P-54067
I-22026,40.000,ml,0.00100000,8.8889,P-54068
I-3365,250.000,ml,0.00100000,55.5556,P-54068
I-3591,15.000,g,1.00000000,3.3333,P-54068
P-53735,375.000,g,1.00000000,83.3333,P-54068
P-54067,4.000,Kg,1.00000000,0.8889,P-54068
I-51962,11.000,g,1.00000000,11.0000,P-54069
P-54068,70.000,g,0.00100000,70.0000,P-54069
P-55079,2.000,CT,1.00000000,2.0000,P-54069
I-2122,1.000,Kg,1.00000000,0.2222,P-54195
I-3451,1.000,L,1.00000000,0.2222,P-54195
P-53614,1.000,Kg,1.00000000,0.2222,P-54195
P-54792,1.000,Kg,1.00000000,0.2222,P-54195
P-7736,1.000,Kg,1.00000000,0.2222,P-54195
I-14177,125.000,g,0.00100000,9.6154,P-54198
P-40848,8.000,L,1.00000000,0.6154,P-54198
P-49940,7.500,Kg,1.00000000,0.5769,P-54198
I-3388,100.000,ml,0.00100000,88.9680,P-54203
I-4737,2.250,Kg,2.20462000,2.0018,P-54203
P-18907,10.000,g,1.00000000,8.8968,P-54203
I-16215,0.030,Kg,1.00000000,0.4000,P-54204
I-3321,0.010,Kg,1.00000000,0.1333,P-54204
I-3391,0.010,L,1.00000000,0.1333,P-54204
I-3590,0.005,Kg,1.00000000,0.0667,P-54204
I-3696,0.010,L,1000.00000000,0.1333,P-54204
I-5983,0.010,L,1.00000000,0.1333,P-54204
I-19711,1.000,Kg,2.20462000,0.3333,P-54252
I-4574,1.000,Kg,2.20462000,0.3333,P-54252
I-4824,1.000,Kg,2.20462000,0.3333,P-54252
I-3591,5000.000,g,1.00000000,1666.6667,P-54344
I-2141,15.000,g,0.00100000,0.7500,P-54352
I-4488,5.000,g,0.00220462,0.2500,P-54352
I-17580,55.000,g,0.00220462,0.9167,P-54455
P-41321,45.000,ml,0.00100000,0.7500,P-54455
I-1033,24.000,CT,1.00000000,1.0000,P-54556
P-26077,0.200,Kg,1.00000000,0.0083,P-54556
P-44728,50.000,g,1.00000000,2.0833,P-54556
I-3141,100.000,ml,1.00000000,25.0000,P-54603
I-3387,0.200,L,1.00000000,0.0500,P-54603
I-3481,1.360,Kg,1.00000000,0.3400,P-54603
I-4745,0.500,Kg,2.20462000,0.1250,P-54603
I-5983,4.000,L,1.00000000,1.0000,P-54603
P-18907,31.600,g,1.00000000,7.9000,P-54603
P-44728,150.000,g,1.00000000,37.5000,P-54603
P-45121,0.250,Kg,1.00000000,0.0625,P-54603
P-48933,250.000,g,0.00100000,62.5000,P-54603
I-19665,2.000,Kg,1.00000000,0.5456,P-54604
I-27410,0.400,Kg,1.00000000,0.1091,P-54604
I-3290,25.000,g,0.00100000,6.8194,P-54604
I-3388,0.200,L,1.00000000,0.0546,P-54604
I-3643,10.000,g,0.00100000,2.7278,P-54604
I-4568,0.300,Kg,2.20462000,0.0818,P-54604
I-4725,250.000,g,0.00220462,68.1942,P-54604
I-4742,200.000,g,0.00220462,54.5554,P-54604
I-4756,250.000,g,0.00100000,68.1942,P-54604
I-6026,10.000,g,1.00000000,2.7278,P-54604
I-8060,25.000,g,1.00000000,6.8194,P-54604
P-14161,0.500,L,1.00000000,0.1364,P-54604
P-52036,5.000,g,1.00000000,1.3639,P-54604
P-7444,0.100,L,1.00000000,0.0273,P-54604
P-9736,200.000,g,0.00220462,54.5554,P-54604
I-11207,40.000,g,1.00000000,6.6667,P-54605
I-3223,1.000,L,1.00000000,0.1667,P-54605
I-3388,30.000,ml,0.00100000,5.0000,P-54605
I-3621,10.000,g,1.00000000,1.6667,P-54605
I-3631,40.000,g,1.00000000,6.6667,P-54605
I-3678,1.500,L,1.00000000,0.2500,P-54605
I-4742,0.500,Kg,2.20462000,0.0833,P-54605
I-4819,2.000,Kg,2.20462000,0.3333,P-54605
I-6026,10.000,g,1.00000000,1.6667,P-54605
P-44790,1.500,L,1.00000000,0.2500,P-54605
P-55555,50.000,g,0.00100000,8.3333,P-54605
P-7444,30.000,ml,0.00100000,5.0000,P-54605
I-3388,125.000,ml,0.00100000,18.7154,P-54606
I-3619,5.000,g,1.00000000,0.7486,P-54606
I-4745,1.000,Kg,2.20462000,0.1497,P-54606
I-6820,57.000,g,0.00100000,8.5342,P-54606
P-18907,10.000,g,1.00000000,1.4972,P-54606
P-44901,0.010,Kg,1.00000000,0.0015,P-54606
P-45120,0.500,Kg,1.00000000,0.0749,P-54606
P-52036,10.000,g,1.00000000,1.4972,P-54606
P-53277,375.000,ml,0.00100000,56.1461,P-54606
P-7444,45.000,ml,0.00100000,6.7375,P-54606
P-9756,1.000,Kg,1.00000000,0.1497,P-54606
P-9767,0.500,Kg,1.00000000,0.0749,P-54606
P-9769,1.000,Kg,2.20462000,0.1497,P-54606
P-9774,1.000,Kg,1.00000000,0.1497,P-54606
P-9784,1.000,Kg,1.00000000,0.1497,P-54606
P-9852,1.000,Kg,1.00000000,0.1497,P-54606
I-2141,100.000,g,0.00100000,100.0000,P-54639
I-3141,20.000,ml,1.00000000,20.0000,P-54639
I-3231,1.000,Kg,1.00000000,1.0000,P-54639
I-3387,100.000,ml,0.00100000,100.0000,P-54639
I-5983,1.500,L,1.00000000,1.5000,P-54639
I-8060,100.000,g,1.00000000,100.0000,P-54639
P-18907,25.000,g,1.00000000,25.0000,P-54639
P-26020,50.000,g,0.00100000,50.0000,P-54639
P-44901,30.000,g,0.00100000,30.0000,P-54639
I-10882,1.000,fl oz,0.02840000,0.2000,P-54641
I-3388,60.000,ml,0.00100000,12.0000,P-54641
I-3545,100.000,ml,0.00100000,20.0000,P-54641
I-3560,10.000,ml,0.00100000,2.0000,P-54641
I-3660,15.000,g,0.00100000,3.0000,P-54641
I-4509,10.000,g,0.00220462,2.0000,P-54641
I-6820,50.000,g,0.00100000,10.0000,P-54641
I-7978,10.000,ml,0.00100000,2.0000,P-54641
P-48606,5.500,Kg,1.00000000,1.1000,P-54641
P-55555,0.700,fl oz,0.02840000,0.1400,P-54641
P-7444,0.700,fl oz,0.02840000,0.1400,P-54641
P-8155,175.000,g,0.00100000,35.0000,P-54641
P-9719,2.000,lb,1.00000000,0.4000,P-54641
P-9738,6.000,oz,0.02834950,1.2000,P-54641
P-9748,2.000,lb,1.00000000,0.4000,P-54641
P-9767,2.000,lb,0.45359200,0.4000,P-54641
P-9774,2.000,lb,0.45359200,0.4000,P-54641
I-10882,1.000,fl oz,0.02840000,0.2000,P-54642
I-3110,5.000,Kg,1000.00000000,1.0000,P-54642
I-3388,60.000,ml,0.00100000,12.0000,P-54642
I-3545,100.000,ml,0.00100000,20.0000,P-54642
I-3560,10.000,ml,0.00100000,2.0000,P-54642
I-3660,15.000,g,0.00100000,3.0000,P-54642
I-4509,10.000,g,0.00220462,2.0000,P-54642
I-6820,50.000,g,0.00100000,10.0000,P-54642
I-7978,10.000,ml,0.00100000,2.0000,P-54642
P-7444,0.700,fl oz,0.02840000,0.1400,P-54642
P-8155,175.000,g,0.00100000,35.0000,P-54642
P-9719,2.000,lb,1.00000000,0.4000,P-54642
P-9738,6.000,oz,0.02834950,1.2000,P-54642
P-9748,2.000,lb,1.00000000,0.4000,P-54642
P-9767,2.000,lb,0.45359200,0.4000,P-54642
P-9774,2.000,lb,0.45359200,0.4000,P-54642
I-10882,1.000,fl oz,0.02840000,0.2000,P-54646
I-3388,60.000,ml,0.00100000,12.0000,P-54646
I-3545,100.000,ml,0.00100000,20.0000,P-54646
I-3560,10.000,ml,0.00100000,2.0000,P-54646
I-3660,15.000,g,0.00100000,3.0000,P-54646
I-3857,5.000,Kg,1.00000000,1.0000,P-54646
I-4509,10.000,g,0.00220462,2.0000,P-54646
I-6820,50.000,g,0.00100000,10.0000,P-54646
I-7978,10.000,ml,0.00100000,2.0000,P-54646
P-55555,0.700,fl oz,0.02840000,0.1400,P-54646
P-7444,0.700,fl oz,0.02840000,0.1400,P-54646
P-8155,175.000,g,0.00100000,35.0000,P-54646
P-9719,2.000,lb,1.00000000,0.4000,P-54646
P-9738,6.000,oz,0.02834950,1.2000,P-54646
P-9748,2.000,lb,1.00000000,0.4000,P-54646
P-9767,2.000,lb,0.45359200,0.4000,P-54646
P-9774,2.000,lb,0.45359200,0.4000,P-54646
I-4472,1.000,CT,1.00000000,0.0083,P-54657
I-14179,720.000,g,0.00100000,97.8261,P-54664
I-17667,1.040,Kg,1.00000000,0.1413,P-54664
I-2141,160.000,g,0.00100000,21.7391,P-54664
P-26226,1.600,L,1.00000000,0.2174,P-54664
P-34123,480.000,g,0.00100000,65.2174,P-54664
P-47828,2.400,Kg,1.00000000,0.3261,P-54664
P-58359,480.000,g,0.00220462,65.2174,P-54664
P-9767,480.000,g,0.00100000,65.2174,P-54664
I-14179,720.000,g,0.00100000,116.5803,P-54666
I-2141,160.000,g,0.00100000,25.9067,P-54666
I-41921,800.000,g,0.00100000,129.5337,P-54666
P-34121,500.000,g,0.00100000,80.9585,P-54666
P-47828,2.400,Kg,1.00000000,0.3886,P-54666
P-8196,1.600,L,1.00000000,0.2591,P-54666
I-3392,10.000,ml,0.00100000,0.0400,P-54676
P-49760,250.000,g,0.00100000,1.0000,P-54676
I-6876,120.000,g,0.00220462,20.0000,P-54697
I-3619,5.000,g,1.00000000,5.0000,P-54730
I-3660,15.000,g,0.00100000,15.0000,P-54730
I-3698,10.000,ml,0.00100000,10.0000,P-54730
I-3979,1.000,Kg,1.00000000,1.0000,P-54730
I-47774,10.000,ml,0.00100000,10.0000,P-54730
P-26019,5.000,g,1.00000000,5.0000,P-54730
P-6605,20.000,g,0.00100000,20.0000,P-54730
P-9746,200.000,g,0.00220462,200.0000,P-54730
I-3577,20.000,g,1.00000000,11.1111,P-54752
I-3624,15.000,mg,0.00000100,8.3333,P-54752
I-3678,500.000,ml,0.00100000,277.7778,P-54752
I-6832,15.000,g,1.00000000,8.3333,P-54752
P-18907,10.000,g,1.00000000,5.5556,P-54752
P-38556,200.000,g,0.00100000,111.1111,P-54752
P-44510,20.000,g,1.00000000,11.1111,P-54752
P-7444,60.000,ml,0.00100000,33.3333,P-54752
P-7635,1.000,Kg,1.00000000,0.5556,P-54752
I-3577,200.000,g,1.00000000,5.0000,P-54753
I-3624,25.000,g,0.00100000,0.6250,P-54753
I-7062,2.000,L,1.00000000,0.0500,P-54753
P-18907,50.000,g,1.00000000,1.2500,P-54753
P-47836,40.000,Kg,1.00000000,1.0000,P-54753
I-2156,720.000,g,0.00100000,360.0000,P-54791
I-30068,500.000,g,0.00220462,250.0000,P-54791
I-31992,220.000,ml,0.00100000,110.0000,P-54791
I-3290,100.000,g,0.00100000,50.0000,P-54791
P-7757,720.000,g,0.00100000,360.0000,P-54791
I-4896,1.000,Kg,2.20462000,2.0000,P-54792
I-8060,150.000,g,1.00000000,300.0000,P-54792
P-18907,20.000,g,1.00000000,40.0000,P-54792
I-2159,12.000,CT,1.00000000,0.1714,P-54796
I-3222,907.000,g,0.00100000,12.9571,P-54796
I-3290,190.000,g,0.00100000,2.7143,P-54796
I-3660,280.000,g,0.00100000,4.0000,P-54796
I-6020,227.000,g,0.00220462,3.2429,P-54796
I-6026,5.000,g,1.00000000,0.0714,P-54796
I-3389,60.000,ml,0.00100000,3.0000,P-54799
I-3431,75.000,g,0.00100000,3.7500,P-54799
I-40936,100.000,g,1.00000000,5.0000,P-54799
I-5983,10.000,L,1.00000000,0.5000,P-54799
I-7060,100.000,ml,0.00100000,5.0000,P-54799
P-44494,100.000,g,0.00100000,5.0000,P-54799
P-49607,10.000,lb,0.45359200,0.5000,P-54799
P-50879,2.000,Kg,1.00000000,0.1000,P-54799
P-55555,140.000,g,0.00100000,7.0000,P-54799
P-9863,2.000,Kg,1000.00000000,0.1000,P-54799
I-2656,100.000,g,0.00100000,30.7692,P-54820
I-3141,100.000,ml,1.00000000,30.7692,P-54820
I-3386,75.000,ml,0.00100000,23.0769,P-54820
I-3481,1.000,Kg,1.00000000,0.3077,P-54820
I-3619,20.000,g,1.00000000,6.1538,P-54820
I-3651,1.000,g,1.00000000,0.3077,P-54820
I-3678,2.000,L,1.00000000,0.6154,P-54820
I-4518,100.000,g,0.00220462,30.7692,P-54820
I-4538,200.000,g,0.00220462,61.5385,P-54820
I-4971,150.000,g,0.00100000,46.1538,P-54820
I-5979,180.000,g,1.00000000,55.3846,P-54820
I-5983,4.000,L,1.00000000,1.2308,P-54820
P-16391,200.000,g,0.00100000,61.5385,P-54820
P-9741,150.000,g,0.00100000,46.1538,P-54820
P-9770,200.000,g,0.00100000,61.5385,P-54820
P-42510,50.000,ml,0.00100000,50.0000,P-55056
P-46864,1.000,Kg,1000.00000000,1.0000,P-55056
I-10866,500.000,g,0.00100000,0.2857,P-55058
I-7978,250.000,ml,0.00100000,0.1429,P-55058
P-26514,30.000,g,1.00000000,0.0171,P-55058
P-40582,1.000,Kg,1.00000000,0.0006,P-55058
P-40595,50.000,ml,0.00100000,0.0286,P-55058
P-50581,100.000,g,0.00100000,0.0571,P-55058
P-55555,25.000,g,0.00100000,0.0143,P-55058
I-3103,1.000,CT,1.00000000,1.0000,P-55079
P-14069,3.000,ml,0.00100000,3.0000,P-55079
I-3696,50.000,ml,1.00000000,20.0000,P-55092
I-45114,500.000,ml,0.03381406,200.0000,P-55092
I-4657,100.000,g,0.00220462,40.0000,P-55092
I-4660,50.000,g,0.00220462,20.0000,P-55092
I-4679,1.000,BUNCH,1.00000000,0.4000,P-55092
I-47774,500.000,ml,0.00100000,200.0000,P-55092
I-4796,10.000,g,0.00220462,4.0000,P-55092
I-5983,500.000,ml,0.00100000,200.0000,P-55092
I-6028,120.000,g,0.00100000,48.0000,P-55092
I-7949,250.000,ml,0.00100000,100.0000,P-55092
I-2159,48.000,CT,1.00000000,1.0000,P-55093
I-3119,20.000,g,1.00000000,0.4167,P-55093
I-5983,80.000,L,1.00000000,1.6667,P-55093
P-55092,5.000,L,1.00000000,0.1042,P-55093
I-3619,5.000,g,1.00000000,5.0000,P-55094
I-3660,15.000,g,0.00100000,15.0000,P-55094
I-3698,10.000,ml,0.00100000,10.0000,P-55094
I-3837,1.000,Kg,1.00000000,1.0000,P-55094
I-47774,10.000,ml,0.00100000,10.0000,P-55094
P-26019,5.000,g,1.00000000,5.0000,P-55094
P-6605,20.000,g,0.00100000,20.0000,P-55094
P-9746,200.000,g,0.00220462,200.0000,P-55094
I-26667,1.000,ea,1.00000000,1.0000,P-55099
P-18907,2.000,g,1.00000000,2.0000,P-55099
I-3388,400.000,ml,0.00100000,333.3333,P-55100
I-4796,10.000,g,0.00220462,8.3333,P-55100
I-5983,200.000,ml,0.00100000,166.6667,P-55100
I-6443,75.000,ml,0.03381406,62.5000,P-55100
I-6825,75.000,ml,0.00100000,62.5000,P-55100
P-18907,2.000,g,1.00000000,1.6667,P-55100
P-24750,120.000,g,0.00100000,100.0000,P-55100
P-26020,30.000,g,0.00100000,25.0000,P-55100
P-50429,200.000,g,1.00000000,166.6667,P-55100
P-50500,100.000,g,1.00000000,83.3333,P-55100
P-52035,50.000,g,1.00000000,41.6667,P-55100
P-9741,100.000,g,0.00100000,83.3333,P-55100
I-2051,6.000,g,0.00100000,0.0600,P-55107
I-5975,60.000,g,0.00100000,0.6000,P-55107
I-5978,42.000,g,1.00000000,0.4200,P-55107
I-6026,6.000,g,1.00000000,0.0600,P-55107
I-3389,50.000,ml,0.00100000,10.0000,P-55127
P-13933,1.000,L,1.00000000,0.2000,P-55127
P-18907,50.000,g,1.00000000,10.0000,P-55127
P-26020,200.000,g,0.00100000,40.0000,P-55127
P-34123,2.000,Kg,1.00000000,0.4000,P-55127
P-50689,1.000,Kg,1000.00000000,0.2000,P-55127
P-9714,1.500,Kg,1.00000000,0.3000,P-55127
I-45297,12.986,Kg,1.00000000,1.8036,P-55135
I-3388,150.000,ml,0.00100000,75.0000,P-55141
I-4747,500.000,g,0.00220462,250.0000,P-55141
I-4978,2.000,Kg,1.00000000,1.0000,P-55141
I-5975,50.000,g,0.00100000,25.0000,P-55141
P-18907,15.000,g,1.00000000,7.5000,P-55141
P-10115,0.070,Kg,1.00000000,0.2800,P-55150
P-26048,0.025,L,1.00000000,0.1000,P-55150
P-32663,0.020,Kg,1.00000000,0.0800,P-55150
P-35258,0.005,Kg,1.00000000,0.0200,P-55150
P-45047,3.000,g,0.00100000,12.0000,P-55150
P-46546,0.040,Kg,1.00000000,0.1600,P-55150
P-9765,0.030,Kg,1.00000000,0.1200,P-55150
P-9768,0.030,Kg,2.20462000,0.1200,P-55150
P-9781,0.045,Kg,1.00000000,0.1800,P-55150
I-7388,20.000,g,0.00100000,0.1667,P-55167
P-48870,40.000,g,0.00100000,0.3333,P-55167
P-57214,60.000,g,0.00100000,0.5000,P-55167
I-1820,355.000,ml,0.00100000,88.7500,P-55184
I-20348,2.000,ml,1.00000000,0.5000,P-55184
I-30101,50.000,g,0.00100000,12.5000,P-55184
I-3621,1.000,g,1.00000000,0.2500,P-55184
I-5003,200.000,g,0.00100000,50.0000,P-55184
I-5983,30.000,ml,0.00100000,7.5000,P-55184
P-50636,240.000,g,1.00000000,60.0000,P-55184
P-6856,350.000,ml,0.00100000,87.5000,P-55184
I-14179,1.000,Kg,1.00000000,0.0025,P-55252
I-2586,144.000,CT,1.00000000,0.3582,P-55252
P-55264,5.000,Kg,1.00000000,0.0124,P-55252
P-46637,5.000,Kg,1.00000000,0.8333,P-55253
P-50551,2.200,Kg,2.20462000,0.3667,P-55253
P-50774,100.000,g,1.00000000,16.6667,P-55253
I-4572,11.260,Kg,2.20462000,1.1260,P-55258
I-5983,5.000,L,1.00000000,0.5000,P-55258
I-3223,7.000,L,1.00000000,0.9333,P-55260
I-36764,3.600,Kg,2.20462000,0.4800,P-55260
P-18907,25.000,g,1.00000000,3.3333,P-55260
I-3692,3.000,L,1.00000000,0.2500,P-55261
I-4657,300.000,g,0.00220462,25.0000,P-55261
I-4731,20.000,Kg,2.20462000,1.6667,P-55261
I-47774,1.000,L,1.00000000,0.0833,P-55261
I-4983,100.000,g,0.03527399,8.3333,P-55261
I-5983,4.000,L,1.00000000,0.3333,P-55261
I-6028,4.200,Kg,1.00000000,0.3500,P-55261
I-7725,100.000,g,0.03527399,8.3333,P-55261
I-4031,15.000,Kg,1.00000000,1.0000,P-55262
P-14161,6.000,L,1.00000000,0.4444,P-55263
P-55253,2.000,Kg,1.00000000,0.1481,P-55263
P-55262,15.000,Kg,1.00000000,1.1111,P-55263
I-11562,20.000,g,0.00220462,2.1053,P-55264
I-1473,0.750,Kg,1.00000000,0.0789,P-55264
I-5127,1.000,Kg,2.20462000,0.1053,P-55264
P-49571,8.000,Kg,1.00000000,0.8421,P-55264
P-50551,2.000,Kg,2.20462000,0.2105,P-55264
P-8196,1.250,L,1.00000000,0.1316,P-55264
I-3243,5.000,Kg,2.20462000,0.5000,P-55265
I-3388,250.000,ml,0.00100000,25.0000,P-55265
P-14069,5.000,L,1.00000000,0.5000,P-55265
P-18781,10.000,Kg,1.00000000,1.0000,P-55265
