ProdId,Description,SalesGroup,Weight (g),GHG Emission (g),N lost (g),Land Use (m^2),Freshwater Withdrawals (L),Stress-Weighted Water Use (L),GHG Emission (g) / 100g,N lost (g) / 100g,Freshwater Withdrawals (L) / 100g,Stress-Weighted Water Use (L) / 100g,Land Use (m^2) / 100g
R-61940,HS|Cottage Pie|BEEF + 2,FT HOMESKILLET,601.0,3369.1504237822082,26.977438115810028,1.8610587456323997,137.63,5731.75,560.59,4.49,22.9,953.7,0.31
R-56806,HS|Cowboy Beans ,SIDES,140.0,179.31473539247315,1.2565987763603783,0.9330793996024763,6.15,288.8,128.08,0.9,4.39,206.29,0.67
R-54085,HS|Crab Cakes w Frisee|STOLW,FT HOMESKILLET,317.6999712000235,1574.6745584035084,8.76117525502565,1.3713850767418647,147.0,4612.29,495.65,2.76,46.27,1451.78,0.43
R-62262,HS|Cranberry Compote|SIDE,FT SIDES ,45.0,96.737139,0.12162150000000001,0.0637839,18.3,731.97,214.97,0.27,40.67,1626.6,0.14
R-53973,HS|Croquette|Pumpkin|STOLW,FT HOMESKILLET,786.7499012926112,1178.0858274932714,12.561640735461927,3.5039694992338206,166.27,5394.38,149.74,1.6,21.13,685.65,0.45
R-65789,HS|Danger dog|TAILGATE,SPECIALS,227.0000000000005,5557.132271699813,47.61042635702348,16.422718588597238,309.02,10650.3,2448.08,20.97,136.13,4691.76,7.23
R-49561,HS|Deep Fried Wonton|3pcs,FT HOMESKILLET,98.0000000000001,790.2949500000009,5.2373500000000055,0.1051199999999992,87.31,2933.54,806.42,5.34,89.09,2993.41,0.11
R-62264,HS|Dijon Roasted Pork|PLATE,FT HOMESKILLET,1275.0,4066.8959812714766,28.961050026955284,19.696089001773878,300.83,9669.43,318.97,2.27,23.59,758.39,1.54
R-71727,HS|Dim Sum|RATIO,FT HOMESKILLET,657.5000000000023,7119.533350000009,55.6382750000001,0.0,649.46,17861.89,1082.82,8.46,98.78,2716.64,0.0
R-57279,HS|Dirty Rice|SIDE,FT SIDES ,157.0,243.22065172591383,0.9440562760397516,1.21450724943581,41.22,265.84,154.92,0.6,26.25,169.32,0.77
R-55163,HS|Dog|Bacon Avo|Ratio,FT HOMESKILLET,193.30000000000044,4830.23549031177,39.93340991795343,14.412986818973044,235.67,8463.11,2498.83,20.66,121.92,4378.23,7.46
R-55162,HS|Dog|Chicago|Ratio,FT HOMESKILLET,264.3000000000004,4583.577763365593,36.82817007359387,13.798758435469434,192.6,7108.0,1734.23,13.93,72.87,2689.37,5.22
R-61941,HS|Dog|Chili Cheese|Ratio,FT HOMESKILLET,198.30000000000044,4660.46188422224,37.541793059012235,14.045747351851904,209.29,8064.77,2350.21,18.93,105.54,4066.95,7.08
R-62274,HS|Dog|Classic Veg,FT HOMESKILLET,2.0,11.354,0.1476,0.0259099999999998,2.23,67.06,567.7,7.38,111.5,3353.0,1.3
R-62859,HS|Dog|Classic|Ratio,FT HOMESKILLET,123.30000000000042,4467.198542000017,35.60299666666681,13.662333000000054,181.57,6634.6,3623.03,28.88,147.26,5380.86,11.08
R-57354,HS|Eggplant Parmesan|PLATE,FT HOMESKILLET,362.0,826.0331074798603,5.813351530052811,2.9001397754878244,71.41,3375.46,228.19,1.61,19.73,932.45,0.8
R-56250,HS|Festive Ham|PLATE,FEAST,425.0,1689.9354944171237,21.68063330576455,3.505221905395862,282.86,8992.0,397.63,5.1,66.56,2115.76,0.82
R-56882,HS|Firecracker Slaw,FT HOMESKILLET,120.0,98.2128775731777,0.9249956191645654,0.3783963397897349,6.42,277.01,81.84,0.77,5.35,230.84,0.32
R-71591,HS|Focaccia Bread Sticks|SIDE,FT HOMESKILLET,114.0,1.9285000000000008,0.01874666666666668,0.006193999999999876,0.53,16.24,1.69,0.02,0.46,14.25,0.01
R-54839,HS|Fried Green Tomatoes| Plate,FT HOMESKILLET,575.0,986.7814768238349,6.402468511352238,3.405520592334524,54.78,2642.46,171.61,1.11,9.53,459.56,0.59
R-57182,HS|Fried Okra|SIDE,FT SIDES ,140.0,141.32257214285715,2.1149517857142857,0.3147485714285707,23.49,764.47,100.94,1.51,16.78,546.05,0.22
R-45693,HS|Fried Rice|Side,FT HOMESKILLET,125.0,122.3356795018125,0.5361094595388677,0.12266842348360908,62.7,293.49,97.87,0.43,50.16,234.79,0.1
R-55176,HS|Fruit Salad Cup,FT HOMESKILLET,151.0,113.89491708239247,0.3734699555018445,0.10090611016567896,20.68,726.69,75.43,0.25,13.7,481.25,0.07
R-44826,HS|Garlic Naan|SIDE,FT SIDES ,67.00000000000071,122.03233469900408,1.1147720743307221,0.23996658015748046,19.33,719.02,182.14,1.66,28.85,1073.16,0.36
R-68220,HS|German Potato Salad|SIDE,SIDES,188.0,439.43457788121685,4.8022017189439925,0.8308626596253537,52.24,1843.43,233.74,2.55,27.79,980.55,0.44
R-56835,HS|Ginger Beef,FEAST,270.0,1932.8249652550182,14.877655132523556,5.551734504384671,155.84,3616.07,715.86,5.51,57.72,1339.29,2.06
R-56937,HS|Glazed Beans|SIDE,FT SIDES ,100.0,257.91887959183674,0.6586754535147392,1.7756108276643991,3.98,304.97,257.92,0.66,3.98,304.97,1.78
R-62242,HS|Glazed Parsnip&Carrots|SIDE,FT SIDES ,142.0,84.36036510669976,1.9312507518610418,0.12082117320099255,3.19,55.17,59.41,1.36,2.25,38.85,0.09
R-71708,HS|Gravy|Turkey,FEAST,60.0,105.15652101904762,0.9439173047619047,0.17831174952380885,10.87,476.39,175.26,1.57,18.12,793.98,0.3
R-68219,HS|Green Goddes Dressing|VEGAN,FT HOMESKILLET,60.0,139.89885808112643,0.7441862734301766,0.3596481701394515,7.56,356.59,233.16,1.24,12.6,594.32,0.6
R-51274,HS|Green Papaya Salad,FT OASIS/CHAAT,280.0,289.90068433796165,1.8223578429870135,0.8747187378673068,39.52,2593.0,103.54,0.65,14.11,926.07,0.31
R-71710,HS|Grilled Pita & Tzatziki,FT HOMESKILLET,120.0,290.611105193351,2.754134724977308,0.6195248073590545,54.76,1893.44,242.18,2.3,45.63,1577.87,0.52
R-57390,HS|Grilled Tofu& Chimi|PLATE,FT HOMESKILLET,390.0,784.5976731941772,2.6123962375271916,3.3145764810384173,9.28,524.47,201.18,0.67,2.38,134.48,0.85
R-57391,HS|Grilled Tofu|PLATE,FT HOMESKILLET,400.0,573.0486919133283,3.285964422776518,1.2644414734189973,15.49,1016.09,143.26,0.82,3.87,254.02,0.32
R-47416,HS|Guac Salsa & Chips|SIDE,FT SIDES ,300.0,976.5099414665181,4.9144576375319176,1.8041898147731887,22.91,2243.82,325.5,1.64,7.64,747.94,0.6
R-56324,HS|Harissa Stew V2,FT HOMESKILLET,285.0,259.25181127446217,1.7309436541929677,0.677437118757399,31.99,2015.46,90.97,0.61,11.22,707.18,0.24
R-52965,HS|Harissa Vegetable Stew,FT HOMESKILLET,525.0,500.2107279275234,2.6105179603154167,1.1052158452880112,44.2,2594.06,95.28,0.5,8.42,494.11,0.21
R-53248,HS|Harvest Bowl|BVPOP,FT HOMESKILLET,635.0,857.4750969344965,4.262719846967988,2.0178892232165073,182.77,7902.9,135.04,0.67,28.78,1244.55,0.32
R-56831,HS|Herbed Quinoa|SIDE,FT SIDES ,150.0,139.0210998901099,0.500084120812217,0.45011811813186814,51.35,807.84,92.68,0.33,34.23,538.56,0.3
R-45444,HS|Honey Garlic Pork|PLATE,FT HOMESKILLET,347.0,1121.79453237654,13.34339174584155,2.3845936468891993,240.72,5590.56,323.28,3.85,69.37,1611.11,0.69
R-42759,HS|Irish Stew ,FEAST,275.0,4377.354068145175,25.18203677057694,15.026950746192245,54.27,234.94,1591.77,9.16,19.73,85.43,5.46
R-55657,HS|Irish Stew + 1,FT HOMESKILLET,439.9999880000024,572.368054737089,7.020356965667185,1.2099273860481732,66.33,2556.22,130.08,1.6,15.08,580.96,0.27
R-47383,HS|Irish Stew + 2,FT HOMESKILLET,559.9999880000024,699.6979581605725,8.184907385176729,1.3485797628249439,74.77,3085.6,124.95,1.46,13.35,551.0,0.24
R-55658,HS|Irish Stew with Biscuit,FT HOMESKILLET,319.9999880000024,445.03815131360534,5.85580654615764,1.0712750092714027,57.88,2026.83,139.07,1.83,18.09,633.38,0.33
R-47381,HS|Irish Stew|PTN,FT HOMESKILLET,226.796,3610.059611778375,20.76794622334461,12.39291753248515,44.76,193.76,1591.77,9.16,19.74,85.43,5.46
R-62255,HS|Jalapeno Cheddar Cornbread,FT SIDES ,75.0,1237.3842261904763,12.300074404761904,3.1264583333332814,289.43,10180.24,1649.85,16.4,385.91,13573.65,4.17
R-67344,HS|Jerk Chicken|PLATE,FT HOMESKILLET,323.0,1185.8378832918863,18.64425883607914,3.779511101296678,143.8,1006.59,367.13,5.77,44.52,311.64,1.17
R-68426,HS|Kale Caesar|SIDE,FT HOMESKILLET,130.0,205.4190991998655,1.6111104680559132,0.6675867212248541,19.44,813.57,158.01,1.24,14.95,625.82,0.51
R-54205,HS|KIMCHI T BOWL,FT HOMESKILLET,400.000000000003,471.1037405401621,2.68300866858891,1.2057960924598448,116.07,1421.98,117.78,0.67,29.02,355.49,0.3
R-51288,HS|Kimchi Tostada,FT HOMESKILLET,300.000000000003,285.96114979126344,2.38672116858891,0.8738860924598447,37.13,1188.17,95.32,0.8,12.38,396.06,0.29
R-48840,HS|Kung Pao|Chicken,FEAST,402.0,853.5800055509693,15.941748744045176,1.8399506192280484,185.39,1589.26,212.33,3.97,46.12,395.34,0.46
R-68213,HS|Lemon Roasted Potatoes|SIDE,FT HOMESKILLET,152.0,262.4846386634439,1.382878181937488,0.44160346431104797,1.43,35.49,172.69,0.91,0.94,23.35,0.29
R-55165,HS|Mac & Cheese Dog,FT OASIS/CHAAT,303.0000000000014,3249.323055503023,28.747532073359316,9.32460328372375,258.07,9059.41,1072.38,9.49,85.17,2989.9,3.08
R-54827,HS|Mashed Potatoes|SIDE,FT SIDES ,101.0,197.94217528205132,1.1216116923076924,0.21645100512820512,3.77,565.34,195.98,1.11,3.73,559.74,0.21
R-52964,HS|Moroc Lamb Stew|POP,FT HOMESKILLET,525.0,8013.819878947535,44.74079656860808,26.619089027753247,131.94,2945.61,1526.44,8.52,25.13,561.07,5.07
R-52961,HS|Moroccan Tuna|POP,FT HOMESKILLET,405.0,462.74117878520815,2.509899404140474,1.3443319834977547,46.47,2875.32,114.26,0.62,11.47,709.96,0.33
R-54206,HS|MUSHROOM T BOWL,FT HOMESKILLET,600.0,564.2168767270158,4.63705324133085,1.4658638967269024,160.56,2912.65,94.04,0.77,26.76,485.44,0.24
R-51286,HS|Mushroom Tostada,FT HOMESKILLET,500.0,379.07428597811713,4.34076574133085,1.1339538967269025,81.62,2678.84,75.81,0.87,16.32,535.77,0.23
R-56878,HS|Oyster Mush Calamari|GYV,FEAST,220.5,208.06829951652406,2.092494981539925,0.30259934441146424,21.44,911.27,94.36,0.95,9.72,413.27,0.14
R-55168,HS|Pasta Bar|Plant Based,FT HOMESKILLET,479.0,536.4430388822586,5.2381295824264384,0.9037088331774618,87.84,3951.69,111.99,1.09,18.34,824.99,0.19
R-44533,HS|Pasta Bar|Protein,FT HOMESKILLET,559.0,1692.728688406068,18.35236450306136,4.045335499844126,189.36,6894.38,302.81,3.28,33.87,1233.34,0.72
R-50007,HS|Pasta|Beef Stroganoff,FT HOMESKILLET,360.0,6872.08452728187,54.896141441649284,20.53023757995719,311.04,11989.99,1908.91,15.25,86.4,3330.55,5.7
R-70226,HS|Pasta|Mac & Cheese,FEAST,396.0,712.8275819879937,6.588497421313118,1.3464106611893683,126.91,5987.44,180.01,1.66,32.05,1511.98,0.34
R-67287,HS|Pasta|Mushroom Stroganoff,FT HOMESKILLET,476.0,583.9804952957601,5.393208842242146,1.0273161344694444,77.98,3842.24,122.68,1.13,16.38,807.19,0.22
R-56504,HS|Pasta|Shrimp Pesto,FEAST,364.0,1248.240614303959,7.470949019157088,1.2110352515964191,106.02,6527.58,342.92,2.05,29.13,1793.29,0.33
R-61758,HS|Pasta|Tuna Noodle Casserole,FEAST,252.0,875.9441578750365,9.063545893584774,1.3128070403865666,155.8,4919.99,347.6,3.6,61.83,1952.38,0.52
R-55732,HS|Peas & Carrots|Side,FT HOMESKILLET,120.0,166.81621714285714,1.8534642857142856,0.13617857142857143,18.86,803.31,139.01,1.54,15.72,669.42,0.11
R-55164,HS|Perogy Dog,FT HOMESKILLET,371.1000000000016,4996.832557023555,39.919157076536656,14.605328634304316,255.28,9770.3,1346.49,10.76,68.79,2632.79,3.94
R-56115,HS|Perogy Plate|NO SMOKIE,FT HOMESKILLET,415.0,919.9753408483053,6.980091804783942,1.2067196078571143,74.09,4092.47,221.68,1.68,17.85,986.14,0.29
R-56114,HS|Perogy plate|WITH SMOKIE,FT HOMESKILLET,471.00000000000017,1313.2353408483068,12.29209180478396,2.047519607857113,146.51,6262.17,278.82,2.61,31.11,1329.55,0.43
R-44369,HS|Pita Grilled,FEAST,62.00000000000024,103.34619244741677,0.8930943790881496,0.35146857599999515,25.16,769.38,166.69,1.44,40.58,1240.94,0.57
R-54454,HS|Po'Boy Catfish (Test),FT HOMESKILLET,396.1000000000013,877.9685076573182,10.414968463895388,1.6952689408137638,219.94,2947.57,221.65,2.63,55.53,744.15,0.43
R-54456,HS|Po'Boy Prawn,FT HOMESKILLET,323.0000000000012,2341.4894240625845,10.449507139031937,1.365352690115115,200.61,7372.47,724.92,3.24,62.11,2282.5,0.42
R-58400,HS|Po'Boy Prawn +1,FT HOMESKILLET,468.0000000000012,2532.548269919859,11.958960877636033,2.1271687876901764,232.79,7881.07,541.14,2.56,49.74,1683.99,0.45
R-58401,HS|Po'Boy Prawn +2,FT HOMESKILLET,613.0000000000011,2723.607115777134,13.468414616240128,2.8889848852652387,264.96,8389.68,444.31,2.2,43.22,1368.63,0.47
R-54768,HS|Poblanos Rellenos,FT HOMESKILLET,342.00000000000495,993.7320658066973,11.992139912625468,2.322711500699444,163.16,4543.55,290.56,3.51,47.71,1328.52,0.68
R-44552,HS|Poblanos Rellenos + 1,FT HOMESKILLET,492.00000000000495,1299.6840286227562,14.781122935915871,2.806484752064073,193.77,5809.43,264.16,3.0,39.38,1180.78,0.57
R-62254,HS|Poblanos Rellenos + 2,FT HOMESKILLET,567.000000000005,1348.6946769226863,15.28396079791595,2.893576955041609,196.45,5886.91,237.87,2.7,34.65,1038.26,0.51
R-62153,HS|Pork Belly Bao|PLATE,FT HOMESKILLET,246.0,705.5981253494158,7.281086046396208,1.7961825906400821,125.62,2804.96,286.83,2.96,51.07,1140.23,0.73
R-67025,HS|Pork Cutlet dinner + 1,FT HOMESKILLET,325.00002875000723,1333.4361865906922,16.801570370377465,2.7849742093893877,215.62,6871.48,410.29,5.17,66.34,2114.3,0.86
R-67026,HS|Pork Cutlet Dinner + 2,FT HOMESKILLET,475.00002875000723,1536.2495905256883,18.287968687459852,3.152647814453635,222.87,7497.73,323.42,3.85,46.92,1578.47,0.66
R-51296,HS|Pork Loin w Gravy & Chutney,FT HOMESKILLET,240.0,1624.9470023691622,21.472896333021875,3.491941727049604,290.26,8697.66,677.06,8.95,120.94,3624.02,1.45
R-55761,HS|Pork Schnz Sandwich Salad,FEAST,518.0000287500084,1664.0855710949027,18.74006919703284,3.839783122216676,266.38,8138.06,321.25,3.62,51.42,1571.05,0.74
R-55758,HS|Pork Schnz Sandwitch,FEAST,348.00002875000837,1493.9320984418414,17.872532462338963,3.2788396528289208,259.59,7841.17,429.29,5.14,74.59,2253.21,0.94
R-55759,HS|Pork Schnz Sandwitch Fries,FEAST,468.00002875000837,1574.18240701327,18.624889605196106,3.440993938543206,260.39,7882.58,336.36,3.98,55.64,1684.31,0.74
R-54568,HS|Pork Tocino Plate (Test),FT HOMESKILLET,505.0,1926.502084735714,22.865219374685452,3.855675545195412,431.26,9486.29,381.49,4.53,85.4,1878.47,0.76
R-57364,HS|Pot Pie|CASSOULET,FT HOMESKILLET,300.00000000000006,295.5809654443558,2.2900322884408535,1.2630344840731489,28.96,1011.3,98.53,0.76,9.65,337.1,0.42
R-62244,HS|Pot Pie|CASSOULET + 1,FT HOMESKILLET,445.00000000000006,484.9883823823211,4.077553972063682,1.4828742322121067,33.19,1455.71,108.99,0.92,7.46,327.13,0.33
R-57363,HS|Pot Pie|CASSOULET + 2,FT HOMESKILLET,590.0,674.3957993202864,5.8650756556865105,1.7027139803510645,37.41,1900.11,114.3,0.99,6.34,322.05,0.29
R-57360,HS|Pot Pie|Chicken|Plate,FT HOMESKILLET,541.0,3265.00201459977,52.35056094558441,7.951129746323446,216.7,6538.66,603.51,9.68,40.06,1208.62,1.47
R-61937,HS|Pot Pie|Mushroom ,FT HOMESKILLET,540.0,991.5166637141419,6.459022080010452,3.2699905128066358,57.87,3252.5,183.61,1.2,10.72,602.31,0.61
R-61933,HS|Pot Pie|SALMON ,FT HOMESKILLET,425.00000000000006,937.607168667467,10.797654726607508,1.365460850885405,154.84,3031.86,220.61,2.54,36.43,713.38,0.32
R-61917,HS|Pot Pie|Steak & Mushroom ,FT HOMESKILLET,590.0,3637.9404984568873,30.57075887457895,10.297723488428241,166.69,6563.46,616.6,5.18,28.25,1112.45,1.75
R-53241,HS|Pumpkin Gnocchi|BVPOP,FT HOMESKILLET,440.9999253800612,1288.1600232786,12.299934798526165,2.062165954481831,190.11,8780.85,292.1,2.79,43.11,1991.12,0.47
R-56950,HS|Ratatouille Provencal,FT HOMESKILLET,411.0,584.798705830136,3.7199398299230872,2.651646494379629,44.45,2058.99,142.29,0.91,10.82,500.97,0.65
R-62404,HS|RELLENO|Poblano,FEAST,341.00000000000495,993.006255838879,11.980738244807286,2.320994034281262,163.04,4539.3,291.2,3.51,47.81,1331.17,0.68
R-56919,HS|Rice pudding AR|DST,FEAST,115.0,248.23821416666664,0.7814729166666665,0.21558666666666665,144.83,6367.91,215.86,0.68,125.94,5537.31,0.19
R-62095,HS|Rice|Basmati ,FT SIDES ,170.0,214.67259700176368,0.4489109347442681,0.1837993827160494,133.49,391.88,126.28,0.26,78.52,230.52,0.11
R-47406,HS|Risotto - Meat Cali style,FT HOMESKILLET,592.1940000000027,1577.9392599235916,17.086844163336224,3.128875632608164,266.12,5909.98,266.46,2.89,44.94,997.98,0.53
R-47403,HS|Risotto Veg Cali Style,FT HOMESKILLET,357.00000000000273,541.6319540240194,3.0273510197165345,1.0885090152189942,89.13,1907.82,151.72,0.85,24.97,534.4,0.3
R-51291,HS|Roast Brussel Sprouts|SIDE,FT SIDES ,140.0,102.44949294532628,1.2198037918871252,0.38561992945326273,8.41,383.28,73.18,0.87,6.01,273.77,0.28
R-27654,HS|Roast Vegetable Lasagna,FT HOMESKILLET,275.0,1014.6876163028678,10.186686451977888,1.5636366441130887,162.49,7821.01,368.98,3.7,59.09,2844.0,0.57
R-62278,HS|Roast Vegetable Lasagna + 1,FT HOMESKILLET,597.5,1296.7959288248119,12.785972161669907,1.7702246157666308,196.31,9350.78,217.04,2.14,32.86,1564.98,0.3
R-62441,HS|Roast Vegetable Lasagna + 2,FT HOMESKILLET,920.0,1578.904241346756,15.385257871361928,1.9768125874201727,230.12,10880.54,171.62,1.67,25.01,1182.67,0.21
R-57010,HS|Roasted Acorn Squash,FT HOMESKILLET,150.0,123.17372040816325,1.8069693877551025,0.30971734693877556,18.59,671.94,82.12,1.2,12.39,447.96,0.21
R-57008,HS|Roasted Cauliflower|SIDE,FT HOMESKILLET,150.0,90.55310197223633,0.9348693861103695,0.34409902106184087,7.21,351.43,60.37,0.62,4.81,234.29,0.23
R-57006,HS|Roasted Rood Veg|side,FT STICKS AND SPOONS,150.0,93.54877725502587,1.1837002808244015,0.2393690137522378,5.35,173.75,62.37,0.79,3.57,115.83,0.16
R-62270,HS|Roasted Seasonal Veg|SIDE,FT SIDES ,140.0,79.80208443860569,1.2705379895532714,0.1834947237232502,3.97,118.88,57.0,0.91,2.84,84.91,0.13
R-62243,HS|Roasted Yams|SIDE,FT SIDES ,140.0,83.04191169453046,0.974057391124871,0.13039758844169244,2.09,14.59,59.32,0.7,1.49,10.42,0.09
R-56915,HS|Rosemary Potatoes|SIDE,FT HOMESKILLET,122.0,184.2477638838305,1.063486547880691,0.24465077488226059,1.76,90.07,151.02,0.87,1.44,73.83,0.2
R-62038,HS|Salad|Vietnamese ,FT HOMESKILLET,261.0,211.48232282688764,2.143882466043925,0.5605812018142788,38.48,2327.19,81.03,0.82,14.74,891.64,0.21
R-62399,HS|Salad|Vietnamese|SIDE,FT SIDES ,131.0,97.21278097622938,1.064189182201876,0.26535392415300185,15.22,874.96,74.21,0.81,11.62,667.91,0.2
R-57258,HS|Salmon Dill,FT HOMESKILLET,130.0,633.963048985065,8.059058897150072,1.1075110176839826,178.14,1032.83,487.66,6.2,137.03,794.48,0.85
R-57381,HS|Salmon Dill + 1,FT HOMESKILLET,275.0,756.4773667078977,8.92812873533396,1.5312695211943612,208.11,1632.01,275.08,3.25,75.68,593.46,0.56
R-57382,HS|Salmon Dill + 2,FT HOMESKILLET,420.0,878.9916844307305,9.797198573517845,1.9550280247047396,238.08,2231.2,209.28,2.33,56.69,531.24,0.47
R-68218,HS|Salsa|Mango Pineapple,FT HOMESKILLET,45.0,21.10225581184182,0.22566729768381774,0.03960800293880415,1.36,45.86,46.89,0.5,3.02,101.91,0.09
R-62098,HS|Sesame Ginger Salmon|PLATE,FEAST,375.0,1008.810916884755,11.38729488038635,1.84434214681681,296.53,1971.99,269.02,3.04,79.07,525.86,0.49
R-62138,HS|Sesame Ginger Tofu|PLATE,FT HOMESKILLET,395.0,564.0260037848677,2.861866426473585,1.4285106106004897,89.37,858.74,142.79,0.72,22.63,217.4,0.36
R-61899,HS|Sheppards Pie|LENTIL,FT HOMESKILLET,351.0,453.5725128197895,3.714295302320566,1.4224938437715666,15.66,990.23,129.22,1.06,4.46,282.12,0.41
R-61938,HS|Sheppards Pie|LENTIL + 1,FT HOMESKILLET,476.0,602.9684325101398,4.767253443162088,1.853025464960783,21.89,1372.05,126.67,1.0,4.6,288.25,0.39
R-61939,HS|Sheppards Pie|LENTIL + 2,FT HOMESKILLET,591.0,736.0772663501498,5.765074169037622,2.22221558955136,27.76,1737.25,124.55,0.98,4.7,293.95,0.38
R-62401,HS|SLAW|Jicama Pear & Tajin,FT SIDES ,75.0,49.010648299930004,0.5028378620000802,0.08709220297753599,2.68,77.48,65.35,0.67,3.57,103.31,0.12
R-30537,HS|Smokie|SIde,FT HOMESKILLET,112.0,1101.128,14.873600000000001,2.354239999999989,202.75,6075.18,983.15,13.28,181.03,5424.27,2.1
R-42376,HS|Sour Cream|ADD,FEAST,56.699,395.8950976,1.59210792,0.4422522,1.59,1729.45,698.24,2.81,2.8,3050.23,0.78
R-37093,HS|Spaghetti & Meatballs,FT HOMESKILLET,402.0,2617.747179670635,21.454636988492066,7.62865242865079,142.5,5507.43,651.18,5.34,35.45,1370.01,1.9
R-70989,HS|Spanish Cod|PLATE,FEAST,390.0,888.3316842394587,9.797077392215556,1.9273133603177746,250.58,1677.76,227.78,2.51,64.25,430.19,0.49
R-56886,HS|Spicy Hawaiian Dog,FT HOMESKILLET,322.1000000000016,4679.117119474757,37.386761029506346,14.26571619605336,228.78,8074.49,1452.69,11.61,71.03,2506.83,4.43
R-58739,HS|Squash & Spinach Lasagna,FT HOMESKILLET,328.0,1809.7435030850513,18.535026249698596,2.438620812093923,304.36,15287.04,551.75,5.65,92.79,4660.68,0.74
R-58758,HS|Squash & Spinach Lasagna +1,FT HOMESKILLET,648.0,2027.78940291442,20.188871049345344,2.645208783747465,333.01,16764.39,312.93,3.12,51.39,2587.1,0.41
R-58759,HS|Squash & Spinach Lasagna +2,FT HOMESKILLET,968.0,2245.835302743788,21.84271584899209,2.8517967554010073,361.66,18241.73,232.01,2.26,37.36,1884.48,0.29
R-70097,HS|Squash Apple Salad,FEAST,200.0,257.94250165914417,1.8245502228445114,0.706173131483301,58.73,3113.88,128.97,0.91,29.36,1556.94,0.35
R-68425,HS|Squash Ravioli|Arugula pest,FT HOMESKILLET,241.0,434.18843622896725,3.772346277658264,1.0519874231467061,71.85,2969.51,180.16,1.57,29.81,1232.16,0.44
R-55770,HS|Squash Wellington,FEAST,371.0,324.999278116367,3.1169857919121498,0.8268256857500129,30.38,1279.11,87.6,0.84,8.19,344.77,0.22
R-62277,HS|Steamed Barley|SIDE,FT SIDES ,151.0,135.89260912698415,0.3241628442350557,0.14164623015873018,77.39,239.44,90.0,0.21,51.25,158.57,0.09
R-62246,HS|Steamed Green Beans|SIDE,FT SIDES ,140.0,236.1121555102041,0.8267438775510203,1.8164163265306121,0.0,0.02,168.65,0.59,0.0,0.01,1.3
R-62171,HS|STEAMED|Jasmine Rice|SIDE,FEAST,100.0,126.725,0.265,0.1085,78.82,231.36,126.72,0.26,78.82,231.36,0.11
R-61794,HS|STEW|Beef & Mushroom +2,FEAST,490.0,3459.143076960568,28.963649184230732,9.92717247432323,141.59,5620.46,705.95,5.91,28.9,1147.03,2.03
R-62432,HS|STEW|Beef Bourguignon ,FT HOMESKILLET,452.0,5477.405629333616,43.11458411477251,16.875051385222413,217.22,8403.08,1211.82,9.54,48.06,1859.09,3.73
R-48122,HS|Stew|Lentil & Bnut Squash,SPECIALS,486.46666666667664,426.85386457121865,2.0481490173995787,1.2237422353636673,133.57,1230.15,87.75,0.42,27.46,252.87,0.25
R-55171,HS|Stfd Pasta Bar|PLANT BASED,FT HOMESKILLET,599.0,752.8939969497189,7.490951537452893,0.939053346008149,131.65,5832.98,125.69,1.25,21.98,973.79,0.16
R-55172,HS|Stfd Pasta Bar|WITH PROTIEN,FT HOMESKILLET,659.0,1898.160156734348,20.501829177285426,4.052674861337114,232.0,8721.15,288.04,3.11,35.2,1323.39,0.61
R-70786,HS|Sweet & Sour Tofu|BOWL,FEAST,337.0,554.091939679487,2.307186456863245,1.1492628107398846,87.82,585.04,164.42,0.68,26.06,173.6,0.34
R-56630,HS|Sweet Corn Succotash,FT HOMESKILLET,266.0,303.0714296168096,1.84646426672521,1.2723220863940223,8.86,349.96,113.94,0.69,3.33,131.56,0.48
R-47247,HS|Tamarind Beans|SIDE,FT HOMESKILLET,100.0,218.14361044132542,0.6954236425708672,1.4774323041642727,5.17,359.28,218.14,0.7,5.17,359.28,1.48
R-52215,HS|Thunderbird Chili Dog|SP,FT HOMESKILLET,248.30000000000044,7735.839890896727,62.34794889199211,23.003538441600202,360.97,14185.12,3115.52,25.11,145.38,5712.9,9.26
